grew,гру,расти,выращивать,вырастать,растить,увеличивать
animal,энимэл,животное,зверь,животный,,
glad,глэд,довольный,,,,
hurry,хари,спешка,суета,спешить,торопить,торопиться
silent,сайлэнт,тихий,бесшумный,беззвучный,молчаливый,
thirty,сёти,тридцать,30,,,
hardly,хадли,едва,почти не,еле,вряд ли,с трудом
mountain,мaунтин,гора,горный,,,
ball,бол,мяч,шар,ядро,клубок,
thin,син,тонкий,худой,узкий,разбавлять,утончать
thin,син,тонкий,худой,узкий,разбавлять,утончать
direction,дирекшэн,направление,руководство,курс,указание,
drew,дру,тянуть,потянуть,рисовать,привлекать,протягивать
ham,хэм,ветчина,бедро,бицепс бедра,,
important,импотэнт,важный,немаловажный,,,
led,лед,светодиод,вести,приводить,руководить,
grab,грэб,захват,захватывать,хватать,,
receive,рисив,получать,принимать,аккумулировать,,
wolf,уулф,волк,,,,
knock,нок,удар,стук,стучать,пробивать,
slip,слип,скользить,ошибаться,снижаться,промах,скольжение
loud,лaуд,громкий,сильный,кричащий,шумный,
brown,брaун,коричневый,смуглый,обжариваться,,
eight,ейт,восемь,8,,,
wheel,уил,колесо,руль,вертеть,,
beautiful,бьютэфул,красивый,прекрасный,великолепный,красавец,
begin,бигин,начинать,начинаться,стать,,
hate,хейт,ненависть,ненавидеть,,,
lying,лайин,ЛОЖЬ,расположение,ложный,лгать,врать
retrieve,ритрив,восстанавливать,исправлять,,,
secret,сикрит,тайна,секрет,секретный,тайный,
wild,уайлд,дикая местность,дебри,дикая природа,дикий,неистовый
color,калэ,цвет,окрашивать,раскрашивать,цветной,
fair,феэ,справедливый,настоящий,добросовестный,ярмарка,
east,ист,восток,восточный,,,
wing,уин,крыло,кулиса,флигель,,
main,мейн,главный,основной,основное,,
visit,визит,посещение,визит,свидание,посещать,навещать
following,фолоуин,после,в соответствии с,вслед,следовать,последовать
sharp,шап,острый,резкий,отчетливый,жестокий,
subject,сабджикт,предмет,субъект,объект,подвергать,подчиненный
understood,андэстуд,понимать,разбираться,сознавать,разуметь,
lake,лейк,озеро,озерный,,,
page,пейдж,страница,листать,пролистать,,
skin,скин,кожа,шкура,очищать,освежевать,снимать шкуру
station,стейшэн,станция,вокзал,остановка,пункт,размещать
study,стади,исследование,учеба,занятия,изучать,учиться
spring,сприн,весна,пружина,прыжок,весенний,
account,экaунт,счет,аккаунт,расходный,считать,отчитываться
building,билдин,здание,строительство,постройка,стройка,строить
desk,деск,стол,настольный,,,
hung,хан,висеть,вешать,повесить,нависать,зависать
fifty,фифти,пятьдесят,50,полтинник,,
